filename,label,iiif
Z15958790X_00176_page176_01.jpg,"animals,25F|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z15958790X/00176/253,261,1328,1643/full/0/native.jpg"
Z15958790X_00178_page178_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z15958790X/00178/141,42,1547,2134/full/0/native.jpg"
Z15958790X_00180_page180_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z15958790X/00180/163,0,1508,2122/full/0/native.jpg"
Z15958790X_00182_page182_01.jpg,"animals,25F|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z15958790X/00182/263,241,1362,1572/full/0/native.jpg"
Z15958790X_00185_page185_01.jpg,"animals,25F","https://iiif.onb.ac.at/images/ABO/Z15958790X/00185/64,24,1522,1941/full/0/native.jpg"
Z159588009_00007_page7_01.jpg,"landscapes,25H|animals,25F|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z159588009/00007/52,949,1506,1204/full/0/native.jpg"
Z159588009_00042_page42_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z159588009/00042/136,337,1514,1620/full/0/native.jpg"
Z159588009_00087_page87_01.jpg,"landscapes,25H|animals,25F|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z159588009/00087/54,181,1511,1212/full/0/native.jpg"
Z159588009_00113_page113_01.jpg,"landscapes,25H|animals,25F|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z159588009/00113/121,614,1497,1244/full/0/native.jpg"
Z160260500_00031_page31_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00031/215,183,1248,1812/full/0/native.jpg"
Z160260500_00033_page33_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00033/159,109,1325,1934/full/0/native.jpg"
Z160260500_00049_page49_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00049/121,146,1308,1871/full/0/native.jpg"
Z160260500_00075_page75_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00075/94,157,1321,1852/full/0/native.jpg"
Z160260500_00095_page95_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00095/104,162,1283,1880/full/0/native.jpg"
Z160260500_00097_page97_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00097/95,181,1289,1858/full/0/native.jpg"
Z160260500_00099_page99_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00099/105,114,1293,1926/full/0/native.jpg"
Z160260500_00129_page129_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00129/125,157,1317,1862/full/0/native.jpg"
Z160260500_00133_page133_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00133/23,91,1351,1919/full/0/native.jpg"
Z160260500_00135_page135_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00135/115,186,1289,1833/full/0/native.jpg"
Z160260500_00137_page137_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00137/44,126,1337,1918/full/0/native.jpg"
Z160260500_00153_page153_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00153/162,204,1261,1833/full/0/native.jpg"
Z160260500_00161_page161_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00161/78,183,1267,1854/full/0/native.jpg"
Z160260500_00163_page163_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00163/78,102,1307,1936/full/0/native.jpg"
Z160260500_00171_page171_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00171/34,107,1311,1934/full/0/native.jpg"
Z160260500_00175_page175_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00175/94,114,1264,1940/full/0/native.jpg"
Z160260500_00183_page183_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00183/99,104,1315,1951/full/0/native.jpg"
Z160260500_00191_page191_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00191/134,149,1209,1837/full/0/native.jpg"
Z160260500_00195_page195_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00195/83,79,1320,1962/full/0/native.jpg"
Z160260500_00199_page199_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00199/136,95,1362,1955/full/0/native.jpg"
Z160260500_00209_page209_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00209/148,104,1289,1918/full/0/native.jpg"
Z160260500_00213_page213_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00213/100,113,1335,1943/full/0/native.jpg"
Z160260500_00221_page221_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00221/120,86,1298,1958/full/0/native.jpg"
Z160260500_00225_page225_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00225/92,72,1295,1952/full/0/native.jpg"
Z160260500_00229_page229_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00229/87,74,1306,1946/full/0/native.jpg"
Z160260500_00239_page239_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00239/118,153,1225,1880/full/0/native.jpg"
Z160260500_00243_page243_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00243/99,179,1257,1869/full/0/native.jpg"
Z160260500_00247_page247_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00247/173,102,1212,1926/full/0/native.jpg"
Z160260500_00253_page253_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00253/79,88,1346,1907/full/0/native.jpg"
Z160260500_00257_page257_01.jpg,"animals,25F","https://iiif.onb.ac.at/images/ABO/Z160260500/00257/84,94,1368,1954/full/0/native.jpg"
Z160260500_00261_page261_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00261/113,110,1279,1909/full/0/native.jpg"
Z160260500_00273_page273_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00273/95,107,1296,1935/full/0/native.jpg"
Z160260500_00285_page285_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00285/73,140,1304,1890/full/0/native.jpg"
Z160260500_00291_page291_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00291/110,221,1199,1797/full/0/native.jpg"
Z160260500_00305_page305_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00305/66,117,1358,1921/full/0/native.jpg"
Z160260500_00311_page311_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00311/153,79,1322,1954/full/0/native.jpg"
Z160260500_00315_page315_01.jpg,"animals,25F|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00315/106,169,1303,1849/full/0/native.jpg"
Z160260500_00323_page323_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00323/124,156,1200,1872/full/0/native.jpg"
Z160260500_00331_page331_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00331/145,126,1301,1905/full/0/native.jpg"
Z160260500_00337_page337_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00337/148,238,1239,1788/full/0/native.jpg"
Z160260500_00351_page351_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00351/133,140,1312,1863/full/0/native.jpg"
Z160260500_00353_page353_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00353/110,194,1263,1863/full/0/native.jpg"
Z160260500_00381_page381_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00381/125,114,1296,1903/full/0/native.jpg"
Z160260500_00391_page391_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z160260500/00391/252,142,1194,1890/full/0/native.jpg"
Z160260500_00393_page393_01.jpg,"plants;vegetation,25G|animals,25F","https://iiif.onb.ac.at/images/ABO/Z160260500/00393/155,97,1306,1915/full/0/native.jpg"
Z165709803_00007_page7_01.jpg,"animals,25F|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z165709803/00007/611,2259,729,948/full/0/native.jpg"
Z165709803_00378_page378_01.jpg,"maps;atlases,25A","https://iiif.onb.ac.at/images/ABO/Z165709803/00378/95,329,2046,1638/full/0/native.jpg"
Z165709803_00449_page449_01.jpg,"animals,25F|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z165709803/00449/746,2042,729,958/full/0/native.jpg"
Z168091302_00007_page7_01.jpg,"landscapes,25H|animals,25F|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z168091302/00007/110,875,1474,1167/full/0/native.jpg"
Z168091302_00042_page42_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z168091302/00042/103,288,1497,1614/full/0/native.jpg"
Z168091302_00087_page87_01.jpg,"landscapes,25H|animals,25F|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z168091302/00087/52,87,1494,1242/full/0/native.jpg"
Z168091302_00113_page113_01.jpg,"landscapes,25H|animals,25F|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z168091302/00113/32,594,1494,1217/full/0/native.jpg"
Z174856609_00007_page7_01.jpg,"animals,25F|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z174856609/00007/799,2197,742,942/full/0/native.jpg"
Z174856609_00384_page384_01.jpg,"maps;atlases,25A","https://iiif.onb.ac.at/images/ABO/Z174856609/00384/72,159,2023,1674/full/0/native.jpg"
Z174856609_00457_page457_01.jpg,"animals,25F|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z174856609/00457/691,2098,734,937/full/0/native.jpg"
Z175034204_00007_page7_01.jpg,"landscapes,25H|animals,25F|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z175034204/00007/45,937,1503,1200/full/0/native.jpg"
Z175034204_00042_page42_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z175034204/00042/19,356,1465,1612/full/0/native.jpg"
Z175034204_00087_page87_01.jpg,"landscapes,25H|animals,25F|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z175034204/00087/57,187,1508,1230/full/0/native.jpg"
Z175034204_00113_page113_01.jpg,"landscapes,25H|animals,25F|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z175034204/00113/27,693,1466,1178/full/0/native.jpg"
Z175034204_00166_page166_01.jpg,"plants;vegetation,25G|landscapes,25H","https://iiif.onb.ac.at/images/ABO/Z175034204/00166/275,225,1118,1418/full/0/native.jpg"
Z176245508_00007_page7_01.jpg,"landscapes,25H|animals,25F|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z176245508/00007/637,2330,879,725/full/0/native.jpg"
Z176245508_00009_page9_01.jpg,"animals,25F|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z176245508/00009/225,617,1767,1345/full/0/native.jpg"
Z176245508_00019_page19_01.jpg,"landscapes,25H|animals,25F","https://iiif.onb.ac.at/images/ABO/Z176245508/00019/194,815,1737,1302/full/0/native.jpg"
Z177009407_00007_page7_01.jpg,"animals,25F|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z177009407/00007/101,1106,1169,827/full/0/native.jpg"
Z184140306_00007_page7_01.jpg,"landscapes,25H|animals,25F|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z184140306/00007/98,900,1494,1207/full/0/native.jpg"
Z184140306_00042_page42_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z184140306/00042/63,322,1485,1596/full/0/native.jpg"
Z184140306_00087_page87_01.jpg,"landscapes,25H|animals,25F|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z184140306/00087/55,167,1504,1217/full/0/native.jpg"
Z184140306_00113_page113_01.jpg,"landscapes,25H|animals,25F|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z184140306/00113/51,646,1512,1230/full/0/native.jpg"
Z184140306_00166_page166_01.jpg,"landscapes,25H|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z184140306/00166/284,213,1104,1368/full/0/native.jpg"
Z184400900_00007_page7_01.jpg,"animals,25F|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z184400900/00007/160,1032,1156,826/full/0/native.jpg"
Z185912505_00013_page13_02.jpg,"plants;vegetation,25G|maps;atlases,25A","https://iiif.onb.ac.at/images/ABO/Z185912505/00013/208,2577,797,622/full/0/native.jpg"
Z185912505_00014_page14_01.jpg,"landscapes,25H|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z185912505/00014/509,752,1003,1276/full/0/native.jpg"
Z185912505_00015_page15_01.jpg,"animals,25F","https://iiif.onb.ac.at/images/ABO/Z185912505/00015/247,596,1259,1056/full/0/native.jpg"
Z185912505_00016_page16_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z185912505/00016/508,461,896,1096/full/0/native.jpg"
Z185912505_00017_page17_01.jpg,"landscapes,25H|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z185912505/00017/249,2272,778,604/full/0/native.jpg"
Z185912505_00017_page17_02.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z185912505/00017/251,1269,946,601/full/0/native.jpg"
Z185912505_00018_page18_01.jpg,"animals,25F|plants;vegetation,25G|landscapes,25H","https://iiif.onb.ac.at/images/ABO/Z185912505/00018/1375,466,807,575/full/0/native.jpg"
Z185912505_00018_page18_02.jpg,"animals,25F|plants;vegetation,25G|landscapes,25H","https://iiif.onb.ac.at/images/ABO/Z185912505/00018/566,445,742,607/full/0/native.jpg"
Z185912505_00020_page20_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z185912505/00020/491,1455,984,910/full/0/native.jpg"
Z185912505_00021_page21_01.jpg,"plants;vegetation,25G|landscapes,25H","https://iiif.onb.ac.at/images/ABO/Z185912505/00021/260,2050,779,578/full/0/native.jpg"
Z185912505_00021_page21_02.jpg,"landscapes,25H","https://iiif.onb.ac.at/images/ABO/Z185912505/00021/256,1104,785,591/full/0/native.jpg"
Z185912505_00023_page23_01.jpg,"animals,25F|plants;vegetation,25G|landscapes,25H","https://iiif.onb.ac.at/images/ABO/Z185912505/00023/228,1042,772,578/full/0/native.jpg"
Z185912505_00025_page25_01.jpg,"landscapes,25H","https://iiif.onb.ac.at/images/ABO/Z185912505/00025/197,400,779,604/full/0/native.jpg"
Z185912505_00026_page26_01.jpg,"animals,25F|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z185912505/00026/511,906,823,593/full/0/native.jpg"
Z185912505_00028_page28_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z185912505/00028/509,645,800,586/full/0/native.jpg"
Z185912505_00029_page29_01.jpg,"landscapes,25H","https://iiif.onb.ac.at/images/ABO/Z185912505/00029/246,728,783,564/full/0/native.jpg"
Z185912505_00031_page31_01.jpg,"landscapes,25H|animals,25F|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z185912505/00031/244,2015,903,920/full/0/native.jpg"
Z185912505_00031_page31_02.jpg,"animals,25F","https://iiif.onb.ac.at/images/ABO/Z185912505/00031/1177,2000,775,593/full/0/native.jpg"
Z185912505_00032_page32_01.jpg,"animals,25F|landscapes,25H|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z185912505/00032/485,953,789,583/full/0/native.jpg"
Z185912505_00033_page33_01.jpg,"animals,25F|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z185912505/00033/1140,969,771,573/full/0/native.jpg"
Z185912505_00033_page33_02.jpg,"animals,25F|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z185912505/00033/304,975,798,567/full/0/native.jpg"
Z185912505_00034_page34_01.jpg,"plants;vegetation,25G|landscapes,25H|animals,25F","https://iiif.onb.ac.at/images/ABO/Z185912505/00034/485,892,871,589/full/0/native.jpg"
Z185912505_00034_page34_02.jpg,"landscapes,25H|animals,25F|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z185912505/00034/462,1739,833,596/full/0/native.jpg"
Z185912505_00035_page35_01.jpg,"landscapes,25H|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z185912505/00035/251,1847,1679,1466/full/0/native.jpg"
Z185912505_00036_page36_01.jpg,"plants;vegetation,25G|animals,25F","https://iiif.onb.ac.at/images/ABO/Z185912505/00036/465,2240,808,600/full/0/native.jpg"
Z185912505_00036_page36_02.jpg,"landscapes,25H|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z185912505/00036/471,1199,768,588/full/0/native.jpg"
Z185912505_00037_page37_01.jpg,"landscapes,25H|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z185912505/00037/224,1651,776,660/full/0/native.jpg"
Z185912505_00037_page37_02.jpg,"landscapes,25H","https://iiif.onb.ac.at/images/ABO/Z185912505/00037/217,2440,780,605/full/0/native.jpg"
Z185912505_00037_page37_03.jpg,"landscapes,25H|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z185912505/00037/252,367,772,602/full/0/native.jpg"
Z185912505_00038_page38_02.jpg,"animals,25F","https://iiif.onb.ac.at/images/ABO/Z185912505/00038/474,2302,778,580/full/0/native.jpg"
Z185912505_00043_page43_01.jpg,"animals,25F|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z185912505/00043/1132,2132,770,571/full/0/native.jpg"
Z185912505_00044_page44_01.jpg,"plants;vegetation,25G|animals,25F","https://iiif.onb.ac.at/images/ABO/Z185912505/00044/503,771,1147,979/full/0/native.jpg"
Z185912505_00045_page45_01.jpg,"animals,25F","https://iiif.onb.ac.at/images/ABO/Z185912505/00045/249,2220,863,685/full/0/native.jpg"
Z185912505_00046_page46_01.jpg,"animals,25F","https://iiif.onb.ac.at/images/ABO/Z185912505/00046/493,2232,881,607/full/0/native.jpg"
Z185912505_00046_page46_02.jpg,"animals,25F","https://iiif.onb.ac.at/images/ABO/Z185912505/00046/507,1113,786,569/full/0/native.jpg"
Z185912505_00050_page50_01.jpg,"animals,25F","https://iiif.onb.ac.at/images/ABO/Z185912505/00050/304,1684,1881,1460/full/0/native.jpg"
Z185912505_00052_page52_01.jpg,"plants;vegetation,25G|landscapes,25H","https://iiif.onb.ac.at/images/ABO/Z185912505/00052/424,2654,870,605/full/0/native.jpg"
Z185912505_00052_page52_02.jpg,"animals,25F|landscapes,25H","https://iiif.onb.ac.at/images/ABO/Z185912505/00052/452,1577,771,591/full/0/native.jpg"
Z185912505_00053_page53_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z185912505/00053/208,2574,780,572/full/0/native.jpg"
Z185912505_00054_page54_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z185912505/00054/452,1028,782,579/full/0/native.jpg"
Z185912505_00055_page55_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z185912505/00055/215,754,1725,1129/full/0/native.jpg"
Z185912505_00056_page56_01.jpg,"animals,25F","https://iiif.onb.ac.at/images/ABO/Z185912505/00056/456,788,766,577/full/0/native.jpg"
Z185912505_00057_page57_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z185912505/00057/204,790,1713,1705/full/0/native.jpg"
Z185912505_00058_page58_02.jpg,"animals,25F|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z185912505/00058/466,2311,778,591/full/0/native.jpg"
Z185912505_00063_page63_01.jpg,"landscapes,25H|animals,25F|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z185912505/00063/220,1436,776,571/full/0/native.jpg"
Z185912505_00064_page64_01.jpg,"landscapes,25H|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z185912505/00064/464,695,773,615/full/0/native.jpg"
Z185912505_00065_page65_01.jpg,"landscapes,25H|animals,25F|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z185912505/00065/237,2582,780,584/full/0/native.jpg"
Z185912505_00066_page66_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z185912505/00066/438,1007,542,819/full/0/native.jpg"
Z185912505_00067_page67_01.jpg,"plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z185912505/00067/256,885,841,1329/full/0/native.jpg"
Z185912505_00068_page68_01.jpg,"animals,25F|landscapes,25H|plants;vegetation,25G","https://iiif.onb.ac.at/images/ABO/Z185912505/00068/466,1294,778,578/full/0/native.jpg"
