"c52f2209-5088-4c0c-a18a-f1844b219368,Z168091302_00087_page87_01.jpg,""tbox:x=506,y=357,a=0.02161825323650707,l=370,h=-108"",groups_of_plants_25G13,https://recogito.pelagios.org/api/annotation/c52f2209-5088-4c0c-a18a-f1844b219368.jpg,""https://iiif.onb.ac.at/images/ABO/Z168091302/00087/52,87,1494,1242/full/0/native.jpg""";
"4b9fa7ab-6b98-4b51-a190-234ba69f13a9,Z168091302_00087_page87_01.jpg,""rect:x=42,y=47,w=1418,h=412"",landscapes_25H,https://recogito.pelagios.org/api/annotation/4b9fa7ab-6b98-4b51-a190-234ba69f13a9.jpg,""https://iiif.onb.ac.at/images/ABO/Z168091302/00087/52,87,1494,1242/full/0/native.jpg""";
"9ae04659-2641-4efa-9bc6-e09ba12d1a65,Z185912505_00064_page64_01.jpg,""rect:x=464,y=209,w=115,h=31"",groups_of_plants_25G13,https://recogito.pelagios.org/api/annotation/9ae04659-2641-4efa-9bc6-e09ba12d1a65.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00064/464,695,773,615/full/0/native.jpg""";
"38571b7a-6428-494c-a953-1b3dfd4595e5,Z185912505_00064_page64_01.jpg,""rect:x=670,y=457,w=61,h=47"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/38571b7a-6428-494c-a953-1b3dfd4595e5.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00064/464,695,773,615/full/0/native.jpg"""
"17274c8a-5fb9-4caf-ab9a-eb6993d37723,Z185912505_00064_page64_01.jpg,""rect:x=60,y=165,w=102,h=31"",groups_of_plants_25G13,https://recogito.pelagios.org/api/annotation/17274c8a-5fb9-4caf-ab9a-eb6993d37723.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00064/464,695,773,615/full/0/native.jpg""";
"6446ec20-d166-4388-b27d-0bf77c4dc5a6,Z185912505_00064_page64_01.jpg,""rect:x=254,y=276,w=36,h=38"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/6446ec20-d166-4388-b27d-0bf77c4dc5a6.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00064/464,695,773,615/full/0/native.jpg"""
"00491b30-9c22-49fa-bd80-a989948c863e,Z185912505_00064_page64_01.jpg,""rect:x=158,y=413,w=145,h=118"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/00491b30-9c22-49fa-bd80-a989948c863e.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00064/464,695,773,615/full/0/native.jpg"""
"258beb4f-1c87-4f0a-a3ea-30b851376fbe,Z185912505_00064_page64_01.jpg,""rect:x=24,y=53,w=720,h=184"",landscapes_25H,https://recogito.pelagios.org/api/annotation/258beb4f-1c87-4f0a-a3ea-30b851376fbe.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00064/464,695,773,615/full/0/native.jpg""";
"a9cda9f3-cb4a-4145-aa7c-cf732c7cdcef,Z185912505_00064_page64_01.jpg,""rect:x=115,y=214,w=156,h=43"",groups_of_plants_25G13,https://recogito.pelagios.org/api/annotation/a9cda9f3-cb4a-4145-aa7c-cf732c7cdcef.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00064/464,695,773,615/full/0/native.jpg""";
"6efea1d7-e113-45e3-967e-ba3e6ea45ae5,Z185912505_00064_page64_01.jpg,""rect:x=98,y=351,w=63,h=94"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/6efea1d7-e113-45e3-967e-ba3e6ea45ae5.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00064/464,695,773,615/full/0/native.jpg"""
"2aea8b57-a3bd-4586-8605-207eea7dd2f1,Z185912505_00064_page64_01.jpg,""rect:x=565,y=218,w=184,h=115"",groups_of_plants_25G13,https://recogito.pelagios.org/api/annotation/2aea8b57-a3bd-4586-8605-207eea7dd2f1.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00064/464,695,773,615/full/0/native.jpg""";
"e2f22e2e-91bf-414a-b6dc-14ab8dd3396e,Z185912505_00075_page75_01.jpg,""rect:x=23,y=359,w=95,h=196"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/e2f22e2e-91bf-414a-b6dc-14ab8dd3396e.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00075/235,2078,846,680/full/0/native.jpg"""
"d8c03aa1-0bba-4150-9d04-eac54e578c2d,Z185912505_00075_page75_01.jpg,""rect:x=296,y=410,w=224,h=131"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/d8c03aa1-0bba-4150-9d04-eac54e578c2d.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00075/235,2078,846,680/full/0/native.jpg"""
"e31a17b7-ecb8-499a-9056-e868d1bfab04,Z185912505_00074_page74_01.jpg,""rect:x=20,y=134,w=663,h=463"",animals_25F,https://recogito.pelagios.org/api/annotation/e31a17b7-ecb8-499a-9056-e868d1bfab04.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00074/499,435,691,621/full/0/native.jpg""";
"9bbf0d63-c0e1-4c12-bb22-70295d934c4f,Z185912505_00076_page76_02.jpg,""rect:x=612,y=25,w=113,h=52"",animals_25F,https://recogito.pelagios.org/api/annotation/9bbf0d63-c0e1-4c12-bb22-70295d934c4f.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00076/534,2337,779,573/full/0/native.jpg""";
"063ff3e9-d547-475d-97d8-494dc3ec9f79,Z185912505_00076_page76_02.jpg,""rect:x=303,y=495,w=126,h=60"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/063ff3e9-d547-475d-97d8-494dc3ec9f79.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00076/534,2337,779,573/full/0/native.jpg"""
"abf3d879-8b53-4dd2-8478-a1c8e8686f91,Z185912505_00076_page76_02.jpg,""rect:x=263,y=59,w=496,h=217"",groups_of_plants_25G13,https://recogito.pelagios.org/api/annotation/abf3d879-8b53-4dd2-8478-a1c8e8686f91.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00076/534,2337,779,573/full/0/native.jpg""";
"9ce4d720-942f-49a1-b457-c52f31259101,Z185912505_00076_page76_02.jpg,""rect:x=638,y=276,w=120,h=183"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/9ce4d720-942f-49a1-b457-c52f31259101.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00076/534,2337,779,573/full/0/native.jpg"""
"b90545cb-f214-48b5-97fa-62f048c37677,Z185912505_00076_page76_02.jpg,""rect:x=447,y=469,w=175,h=91"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/b90545cb-f214-48b5-97fa-62f048c37677.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00076/534,2337,779,573/full/0/native.jpg"""
"a9f014e9-bcab-4290-a30a-8220a3058124,Z185912505_00076_page76_02.jpg,""rect:x=369,y=17,w=77,h=40"",animals_25F,https://recogito.pelagios.org/api/annotation/a9f014e9-bcab-4290-a30a-8220a3058124.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00076/534,2337,779,573/full/0/native.jpg""";
"6b928b3e-4df6-472e-9f76-dc8f76bb0e62,Z185912505_00076_page76_02.jpg,""rect:x=480,y=22,w=118,h=45"",animals_25F,https://recogito.pelagios.org/api/annotation/6b928b3e-4df6-472e-9f76-dc8f76bb0e62.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00076/534,2337,779,573/full/0/native.jpg""";
"0491b5b0-e2ed-45a6-9302-1e8fe6a70409,Z185912505_00076_page76_02.jpg,""rect:x=604,y=368,w=136,h=174"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/0491b5b0-e2ed-45a6-9302-1e8fe6a70409.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00076/534,2337,779,573/full/0/native.jpg"""
"b59aee05-91d5-4d0c-9983-6df0c4feb3eb,Z185912505_00077_page77_01.jpg,""rect:x=593,y=457,w=152,h=120"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/b59aee05-91d5-4d0c-9983-6df0c4feb3eb.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00077/235,2546,768,591/full/0/native.jpg"""
"0384d076-5f07-4289-a868-f5223586b592,Z185912505_00077_page77_01.jpg,""rect:x=16,y=37,w=303,h=432"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/0384d076-5f07-4289-a868-f5223586b592.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00077/235,2546,768,591/full/0/native.jpg"""
"bf1f50c4-7dde-4b80-b42e-14f7bc99b7c1,Z185912505_00077_page77_01.jpg,""rect:x=363,y=516,w=190,h=65"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/bf1f50c4-7dde-4b80-b42e-14f7bc99b7c1.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00077/235,2546,768,591/full/0/native.jpg"""
"108bab31-0f72-4167-872e-d51c75da5e94,Z185912505_00077_page77_01.jpg,""rect:x=329,y=36,w=409,h=430"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/108bab31-0f72-4167-872e-d51c75da5e94.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00077/235,2546,768,591/full/0/native.jpg"""
"9c8d384f-b60f-4605-ad3d-7ada92acb5ae,Z185912505_00078_page78_01.jpg,""rect:x=482,y=49,w=354,h=504"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/9c8d384f-b60f-4605-ad3d-7ada92acb5ae.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00078/468,2462,868,630/full/0/native.jpg"""
"4cfd2c2f-27ed-4879-9ec6-b37af7dc804d,Z185912505_00078_page78_01.jpg,""rect:x=34,y=55,w=234,h=182"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/4cfd2c2f-27ed-4879-9ec6-b37af7dc804d.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00078/468,2462,868,630/full/0/native.jpg"""
"758044fe-05b0-48f7-bdf5-1f5cb9733c19,Z185912505_00078_page78_01.jpg,""rect:x=573,y=201,w=224,h=384"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/758044fe-05b0-48f7-bdf5-1f5cb9733c19.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00078/468,2462,868,630/full/0/native.jpg"""
"f3b3a73f-24ad-4f1e-81ea-8073395bf626,Z185912505_00082_page82_01.jpg,""rect:x=151,y=44,w=115,h=192"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/f3b3a73f-24ad-4f1e-81ea-8073395bf626.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00082/472,2615,872,624/full/0/native.jpg"""
"301236bf-c4fb-43d4-98b9-881b4c88c7a4,Z185912505_00082_page82_01.jpg,""rect:x=500,y=36,w=341,h=273"",landscapes_25H,https://recogito.pelagios.org/api/annotation/301236bf-c4fb-43d4-98b9-881b4c88c7a4.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00082/472,2615,872,624/full/0/native.jpg""";
"123db5f2-d5c8-4ef2-a6e7-9f253a2943ab,Z185912505_00065_page65_01.jpg,""rect:x=131,y=539,w=95,h=29"",animals_25F,https://recogito.pelagios.org/api/annotation/123db5f2-d5c8-4ef2-a6e7-9f253a2943ab.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00065/237,2582,780,584/full/0/native.jpg""";
"e816b993-cfde-450d-b1b0-273fe058cd67,Z185912505_00065_page65_01.jpg,""rect:x=456,y=162,w=301,h=141"",landscapes_25H,https://recogito.pelagios.org/api/annotation/e816b993-cfde-450d-b1b0-273fe058cd67.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00065/237,2582,780,584/full/0/native.jpg""";
"810af699-2c6e-4b48-b9b3-877997a46040,Z185912505_00065_page65_01.jpg,""rect:x=20,y=157,w=280,h=384"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/810af699-2c6e-4b48-b9b3-877997a46040.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00065/237,2582,780,584/full/0/native.jpg"""
"b41c40f7-12da-4d50-961a-3799211f76e3,Z185912505_00065_page65_01.jpg,""rect:x=55,y=430,w=234,h=135"",animals_25F,https://recogito.pelagios.org/api/annotation/b41c40f7-12da-4d50-961a-3799211f76e3.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00065/237,2582,780,584/full/0/native.jpg""";
"26797899-25bd-4683-a0bd-2cf6796f0be7,Z185912505_00065_page65_01.jpg,""rect:x=38,y=371,w=189,h=166"",animals_25F,https://recogito.pelagios.org/api/annotation/26797899-25bd-4683-a0bd-2cf6796f0be7.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00065/237,2582,780,584/full/0/native.jpg""";
"b8ca6dff-dad5-4645-b12b-089f6f6293b0,Z185912505_00067_page67_01.jpg,""rect:x=12,y=981,w=209,h=246"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/b8ca6dff-dad5-4645-b12b-089f6f6293b0.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00067/256,885,841,1329/full/0/native.jpg"""
"9ef33895-e607-40c6-9fc3-4a7a48eaee8b,Z185912505_00067_page67_01.jpg,""rect:x=622,y=782,w=189,h=452"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/9ef33895-e607-40c6-9fc3-4a7a48eaee8b.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00067/256,885,841,1329/full/0/native.jpg"""
"02ff6cd3-a4e8-4ebf-8f70-02045f99af9b,Z185912505_00067_page67_01.jpg,""rect:x=279,y=1113,w=284,h=121"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/02ff6cd3-a4e8-4ebf-8f70-02045f99af9b.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00067/256,885,841,1329/full/0/native.jpg"""
"38b366e1-57ae-4ad3-9aa8-de53723e2010,Z185912505_00082_page82_02.jpg,""rect:x=608,y=53,w=223,h=165"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/38b366e1-57ae-4ad3-9aa8-de53723e2010.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00082/393,375,954,630/full/0/native.jpg"""
"909acdc6-338b-4681-984b-ae48674631c8,Z185912505_00082_page82_02.jpg,""rect:x=830,y=65,w=107,h=83"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/909acdc6-338b-4681-984b-ae48674631c8.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00082/393,375,954,630/full/0/native.jpg"""
"cd7b5885-8a11-4def-a404-069699fa63d4,Z185912505_00082_page82_02.jpg,""rect:x=359,y=61,w=82,h=174"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/cd7b5885-8a11-4def-a404-069699fa63d4.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00082/393,375,954,630/full/0/native.jpg"""
"744b67bf-7a7a-45e4-8137-83be9c277376,Z185912505_00082_page82_02.jpg,""rect:x=318,y=80,w=75,h=137"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/744b67bf-7a7a-45e4-8137-83be9c277376.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00082/393,375,954,630/full/0/native.jpg"""
"d84c66c2-3ad2-412e-9458-9a875647f18a,Z185912505_00082_page82_02.jpg,""rect:x=111,y=61,w=55,h=156"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/d84c66c2-3ad2-412e-9458-9a875647f18a.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00082/393,375,954,630/full/0/native.jpg"""
"e2fde150-55e3-42b5-986b-52e0c3fc4875,Z185912505_00082_page82_02.jpg,""rect:x=808,y=109,w=76,h=69"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/e2fde150-55e3-42b5-986b-52e0c3fc4875.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00082/393,375,954,630/full/0/native.jpg"""
"fc25a573-2ef0-49f9-bb25-060f586cdd39,Z185912505_00082_page82_02.jpg,""rect:x=483,y=267,w=457,h=353"",animals_25F,https://recogito.pelagios.org/api/annotation/fc25a573-2ef0-49f9-bb25-060f586cdd39.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00082/393,375,954,630/full/0/native.jpg""";
"2b52fbf4-4216-4d7f-bec6-a518072feeec,Z185912505_00082_page82_02.jpg,""rect:x=873,y=511,w=70,h=85"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/2b52fbf4-4216-4d7f-bec6-a518072feeec.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00082/393,375,954,630/full/0/native.jpg"""
"4d094ed4-f9eb-46d6-b274-fc01879cc29e,Z185912505_00086_page86_01.jpg,""rect:x=65,y=206,w=136,h=96"",animals_25F,https://recogito.pelagios.org/api/annotation/4d094ed4-f9eb-46d6-b274-fc01879cc29e.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00086/485,369,756,597/full/0/native.jpg""";
"c7d6a45a-353b-460c-aeee-ce0b7ff8d51c,Z185912505_00086_page86_01.jpg,""rect:x=13,y=309,w=350,h=271"",groups_of_plants_25G13,https://recogito.pelagios.org/api/annotation/c7d6a45a-353b-460c-aeee-ce0b7ff8d51c.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00086/485,369,756,597/full/0/native.jpg""";
"b90f474c-dcda-48e4-b7ab-6ded371f186a,Z185912505_00086_page86_01.jpg,""rect:x=639,y=459,w=100,h=94"",animals_25F,https://recogito.pelagios.org/api/annotation/b90f474c-dcda-48e4-b7ab-6ded371f186a.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00086/485,369,756,597/full/0/native.jpg""";
"573a51f9-0dd7-4332-91dc-9709fca4bf05,Z185912505_00086_page86_01.jpg,""rect:x=128,y=138,w=87,h=106"",groups_of_plants_25G13,https://recogito.pelagios.org/api/annotation/573a51f9-0dd7-4332-91dc-9709fca4bf05.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00086/485,369,756,597/full/0/native.jpg""";
"1c33cbae-e694-47fa-a49e-f1432c30b345,Z185912505_00086_page86_01.jpg,""rect:x=280,y=155,w=109,h=92"",groups_of_plants_25G13,https://recogito.pelagios.org/api/annotation/1c33cbae-e694-47fa-a49e-f1432c30b345.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00086/485,369,756,597/full/0/native.jpg""";
"18cfc2eb-a311-47da-a067-07bac64345cf,Z185912505_00086_page86_01.jpg,""rect:x=9,y=164,w=87,h=102"",groups_of_plants_25G13,https://recogito.pelagios.org/api/annotation/18cfc2eb-a311-47da-a067-07bac64345cf.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00086/485,369,756,597/full/0/native.jpg""";
"342f61a1-d278-49a7-af0b-b2f5ea2715c6,Z185912505_00068_page68_01.jpg,""rect:x=655,y=43,w=103,h=122"",animals_25F,https://recogito.pelagios.org/api/annotation/342f61a1-d278-49a7-af0b-b2f5ea2715c6.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00068/466,1294,778,578/full/0/native.jpg""";
"36f1b23e-0732-4226-bfdd-0d0dee7979fa,Z185912505_00068_page68_01.jpg,""rect:x=19,y=363,w=150,h=169"",animals_25F,https://recogito.pelagios.org/api/annotation/36f1b23e-0732-4226-bfdd-0d0dee7979fa.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00068/466,1294,778,578/full/0/native.jpg""";
"58ee21c0-9150-4d45-9258-51c9369ca1b3,Z185912505_00089_page89_01.jpg,""rect:x=196,y=18,w=379,h=269"",groups_of_animals_25F1,https://recogito.pelagios.org/api/annotation/58ee21c0-9150-4d45-9258-51c9369ca1b3.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00089/216,689,765,572/full/0/native.jpg""";
"d0967f35-ba7f-4efb-9cef-8e7056a64769,Z185912505_00089_page89_01.jpg,""rect:x=252,y=210,w=226,h=330"",animals_25F,https://recogito.pelagios.org/api/annotation/d0967f35-ba7f-4efb-9cef-8e7056a64769.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00089/216,689,765,572/full/0/native.jpg""";
"dbc6d670-430b-4be8-aa3b-04adb70a086a,Z185912505_00089_page89_01.jpg,""rect:x=458,y=230,w=255,h=305"",groups_of_animals_25F1,https://recogito.pelagios.org/api/annotation/dbc6d670-430b-4be8-aa3b-04adb70a086a.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00089/216,689,765,572/full/0/native.jpg""";
"b60f3cbc-5273-45d0-ae37-3d23fbfc718a,Z185912505_00089_page89_01.jpg,""rect:x=38,y=347,w=154,h=154"",animals_25F,https://recogito.pelagios.org/api/annotation/b60f3cbc-5273-45d0-ae37-3d23fbfc718a.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00089/216,689,765,572/full/0/native.jpg""";
"a8a84107-4616-4be6-8779-b10f9d27a228,Z185912505_00097_page97_02.jpg,""rect:x=41,y=201,w=512,h=458"",animals_25F,https://recogito.pelagios.org/api/annotation/a8a84107-4616-4be6-8779-b10f9d27a228.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00097/250,581,619,724/full/0/native.jpg""";
"7804cd37-28a9-4391-bf5a-d58cebe03fed,Z185912505_00097_page97_01.jpg,""rect:x=263,y=377,w=99,h=148"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/7804cd37-28a9-4391-bf5a-d58cebe03fed.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00097/228,2145,918,729/full/0/native.jpg"""
"44f9cd07-6dab-438b-8a48-b21c73b3d9fc,Z185912505_00097_page97_01.jpg,""rect:x=28,y=462,w=117,h=208"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/44f9cd07-6dab-438b-8a48-b21c73b3d9fc.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00097/228,2145,918,729/full/0/native.jpg"""
"f3d131a6-0226-4a44-b31c-24142fb27f50,Z185912505_00097_page97_01.jpg,""rect:x=24,y=69,w=846,h=460"",landscapes_25H,https://recogito.pelagios.org/api/annotation/f3d131a6-0226-4a44-b31c-24142fb27f50.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00097/228,2145,918,729/full/0/native.jpg""";
"c09f5af2-f27b-4262-936c-a7df8052e90e,Z185912505_00092_page92_01.jpg,""rect:x=1059,y=1,w=211,h=41"",groups_of_plants_25G13,https://recogito.pelagios.org/api/annotation/c09f5af2-f27b-4262-936c-a7df8052e90e.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00092/465,1082,1286,723/full/0/native.jpg""";
"4513b74d-2c6f-4bc9-8c9c-9badc229607f,Z185912505_00092_page92_01.jpg,""rect:x=1054,y=459,w=90,h=77"",groups_of_plants_25G13,https://recogito.pelagios.org/api/annotation/4513b74d-2c6f-4bc9-8c9c-9badc229607f.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00092/465,1082,1286,723/full/0/native.jpg""";
"82143f53-14f1-4353-9778-7bf527da5452,Z185912505_00092_page92_01.jpg,""rect:x=765,y=442,w=108,h=109"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/82143f53-14f1-4353-9778-7bf527da5452.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00092/465,1082,1286,723/full/0/native.jpg"""
"6a7fb4df-5c2a-4dea-b836-0f9bae2db249,Z185912505_00092_page92_01.jpg,""rect:x=533,y=275,w=212,h=112"",animals_25F,https://recogito.pelagios.org/api/annotation/6a7fb4df-5c2a-4dea-b836-0f9bae2db249.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00092/465,1082,1286,723/full/0/native.jpg""";
"75f40ecd-442e-48b1-b191-e8a87222cd75,Z185912505_00092_page92_01.jpg,""rect:x=15,y=4,w=310,h=666"",plants";"vegetation_25G,https://recogito.pelagios.org/api/annotation/75f40ecd-442e-48b1-b191-e8a87222cd75.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00092/465,1082,1286,723/full/0/native.jpg"""
"288cc7e5-cfd4-4b89-9b7c-092145945042,Z185912505_00102_page102_02.jpg,""rect:x=664,y=178,w=36,h=90"",animals_25F,https://recogito.pelagios.org/api/annotation/288cc7e5-cfd4-4b89-9b7c-092145945042.jpg,""https://iiif.onb.ac.at/images/ABO/Z185912505/00102/464,2582,774,601/full/0/native.jpg""";
